timestamp,load_cost,prod_price,pv_forecast,pv_actual,load_forecast,load_actual
2026-05-10 09:15:00,0.2085199999999999,0.1085199999999999,780.5,3283.344827586207,963.717391304348,234.72549019607845
2026-05-10 09:30:00,0.2066,0.1066,814.0,3566.689655172414,2261.1346153846152,243.68
2026-05-10 09:45:00,0.20113999999999999,0.10114,847.5,2011.8148148148148,1927.9411764705883,228.1818181818182
2026-05-10 10:00:00,0.20834999999999992,0.1083499999999999,881.0,2821.2413793103447,530.6078431372549,261.8723404255319
2026-05-10 10:15:00,0.2054399999999999,0.1054399999999999,881.25,1504.2307692307693,1195.7,238.60416666666663
2026-05-10 10:30:00,0.2164,0.1164,881.5,294.76,3144.204081632653,215.14285714285717
2026-05-10 10:45:00,0.2074899999999999,0.1074899999999999,881.75,66.38095238095238,4053.586956521739,142.22222222222223
2026-05-10 11:00:00,0.2164,0.1164,882.0,394.2307692307692,543.82,148.33333333333334
2026-05-10 11:15:00,0.2164,0.1164,891.5,729.8518518518518,436.4255319148936,160.0
2026-05-10 11:30:00,0.2164,0.1164,901.0,495.16,299.26,136.92307692307693
2026-05-10 11:45:00,0.21312,0.11312,910.5,752.52,301.3125,143.75
2026-05-10 12:00:00,0.21591,0.11591,920.0,265.3076923076923,294.3260869565217,209.2142857142857
2026-05-10 12:15:00,0.2164,0.1164,922.75,265.3076923076923,291.25,209.2142857142857
2026-05-10 12:30:00,0.2074899999999999,0.10607089,925.5,55.3,303.7142857142857,221.25
2026-05-10 12:45:00,0.20536,0.10424262,928.25,128.68421052631578,1228.9347826086955,103.33333333333331
2026-05-10 13:00:00,0.20528000000000002,0.10333412,931.0,597.75,836.22,255.0
2026-05-10 13:15:00,0.1965,0.09483658,935.0,1243.88,464.9791666666667,282.0416666666667
2026-05-10 13:30:00,0.17743,0.0763758,939.0,1216.2173913043478,476.3043478260869,361.1785714285714
2026-05-10 13:45:00,0.16781000000000001,0.06706574,943.0,799.6923076923077,414.6410256410256,298.7857142857143
2026-05-10 14:00:00,0.16831999999999991,0.0675601,947.0,876.32,463.4313725490196,296.2857142857143
2026-05-10 14:15:00,0.159,0.05853918,947.25,441.0,579.42,268.0
2026-05-10 14:30:00,0.16455,0.0640763199999999,947.5,304.125,547.2978723404256,300.0
2026-05-10 14:45:00,0.16073,0.06051381,947.75,388.4,334.4313725490196,274.75
2026-05-10 15:00:00,0.17167,0.07143234,948.0,387.8,293.8478260869565,199.0909090909091
2026-05-10 15:15:00,0.175,0.07473608,907.25,194.0,292.88,244.1578947368421
2026-05-10 15:30:00,0.17,0.06813648,866.5,99.29166666666669,215.66666666666663,308.75
2026-05-10 15:45:00,0.1777399999999999,0.07562578,825.75,158.03571428571428,219.02325581395348,325.45454545454544
2026-05-10 16:00:00,0.18562,0.08276541,785.0,69.06666666666666,185.34,293.6363636363636
2026-05-10 16:15:00,0.16603,0.0640466,742.25,30.2,186.3684210526316,265.1875
2026-05-10 16:30:00,0.19034,0.08785147,699.5,30.2,161.30434782608697,1125.625
2026-05-10 16:45:00,0.19401000000000002,0.09209106,656.75,30.2,192.77777777777777,2795.0
2026-05-10 17:00:00,0.15722983000000001,0.05722983,614.0,30.2,151.1764705882353,3461.55
2026-05-10 17:15:00,0.18794017000000002,0.08794017,570.75,30.2,133.84615384615384,1457.7777777777778
2026-05-10 17:30:00,0.2164,0.1164,527.5,30.2,132.66666666666666,3702.318181818182
2026-05-10 17:45:00,0.23843,0.13843,484.25,30.2,153.33333333333334,2584.833333333333
2026-05-10 18:00:00,0.2027,0.1027,441.0,30.2,182.8571428571429,457.2413793103448
2026-05-10 18:15:00,0.2164,0.1164,391.25,30.2,145.55555555555554,465.12
2026-05-10 18:30:00,0.22769,0.12769,341.5,6.0,142.30769230769232,683.5862068965517
2026-05-10 18:45:00,0.23843,0.13843,291.75,5.0,141.875,620.1538461538462
2026-05-10 19:00:00,0.22805866,0.12805866,242.0,5.0,185.0,578.3214285714286
2026-05-10 19:15:00,0.23843,0.13843,199.5,5.0,135.0,650.5652173913044
2026-05-10 19:30:00,0.24003,0.14003,157.0,5.0,140.0,702.0454545454545
2026-05-10 19:45:00,0.24368,0.14368,114.5,5.0,147.5,447.05882352941177
2026-05-10 20:00:00,0.24003,0.14003,72.0,5.0,185.625,408.46153846153845
2026-05-10 20:15:00,0.24067,0.14067,76.475,5.0,161.33333333333334,396.6666666666667
2026-05-10 20:30:00,0.24201765,0.14201765,80.95,5.0,149.23076923076923,397.3333333333333
2026-05-10 20:45:00,0.24143,0.14143,85.425,6.0,145.0,438.75
2026-05-10 21:00:00,0.25917999999999997,0.15918,89.9,6.0,152.72727272727272,335.0
2026-05-10 21:15:00,0.24943844,0.14943844,94.375,6.0,183.68421052631575,311.3333333333333
2026-05-10 21:30:00,0.24242,0.14242,98.85,5.5,190.0,268.3333333333333
2026-05-10 21:45:00,0.23843,0.13843,103.325,5.5,243.33333333333331,315.7142857142857
2026-05-10 22:00:00,0.24449535,0.14449535,107.8,5.5,305.0,284.54545454545456
2026-05-10 22:15:00,0.24003,0.14003,112.275,5.5,364.2857142857143,265.0
2026-05-10 22:30:00,0.2390951399999999,0.1390951399999999,116.75,5.5,274.61538461538464,256.0
2026-05-10 22:45:00,0.23637951000000001,0.13637951,121.225,5.5,243.07692307692307,205.7142857142857
2026-05-10 23:00:00,0.23843,0.13843,125.7,5.5,273.1666666666667,200.0
2026-05-10 23:15:00,0.23126316,0.13126316,130.175,5.5,256.6666666666667,175.0
2026-05-10 23:30:00,0.22734684,0.12734684,134.64999999999998,5.5,210.0,179.28571428571428
2026-05-10 23:45:00,0.2164,0.1164,139.125,5.5,193.33333333333331,164.54545454545453
2026-05-11 00:00:00,0.2346,0.1346,143.6,5.5,192.30769230769232,229.5
2026-05-11 00:15:00,0.2346,0.1346,148.075,5.5,207.3684210526316,161.8181818181818
2026-05-11 00:30:00,0.22518000000000002,0.12518,152.55,5.5,211.25,157.85714285714286
2026-05-11 00:45:00,0.22226,0.12226,157.02499999999998,5.5,120.0,155.83333333333334
2026-05-11 01:00:00,0.22480404,0.12480404,161.5,5.5,152.0,197.27272727272728
2026-05-11 01:15:00,0.22130795,0.12130795,165.975,5.5,164.73684210526315,153.75
2026-05-11 01:30:00,0.21796535,0.11796535,170.45,5.5,240.28571428571428,157.0
2026-05-11 01:45:00,0.21724,0.11724,174.925,5.5,189.0909090909091,139.28571428571428
2026-05-11 02:00:00,0.21724,0.11724,179.39999999999998,5.5,210.83333333333331,163.5
2026-05-11 02:15:00,0.21724,0.11724,183.875,5.5,179.23076923076923,195.33333333333331
2026-05-11 02:30:00,0.21724,0.11724,188.35,5.5,185.0,155.0
2026-05-11 02:45:00,0.21724,0.11724,192.825,5.5,137.85714285714286,144.7058823529412
2026-05-11 03:00:00,0.21724,0.11724,197.3,7.0,176.92307692307693,163.57142857142858
2026-05-11 03:15:00,0.21724,0.11724,201.775,7.5,166.0,198.1818181818182
2026-05-11 03:30:00,0.21724,0.11724,206.25,7.5,153.88888888888889,148.66666666666666
2026-05-11 03:45:00,0.21724,0.11724,210.725,7.5,229.64285714285717,142.85714285714286
2026-05-11 04:00:00,0.2149179,0.1149179,215.2,16.333333333333332,159.04761904761904,132.22222222222223
2026-05-11 04:15:00,0.21115,0.11115,219.675,75.9047619047619,258.42105263157896,155.88235294117646
2026-05-11 04:30:00,0.21724,0.11724,224.15,225.29166666666663,188.33333333333331,168.8
2026-05-11 04:45:00,0.21701209999999999,0.1170121,228.625,539.8076923076923,131.66666666666666,156.1904761904762
2026-05-11 05:00:00,0.21724,0.11724,233.1,588.8928571428571,132.0,163.33333333333334
2026-05-11 05:15:00,0.21724,0.11724,237.575,769.6785714285714,128.46153846153845,173.8148148148148
2026-05-11 05:30:00,0.21724,0.11724,242.05,1020.5,150.0,443.82142857142856
2026-05-11 05:45:00,0.2346,0.1346,246.525,1411.9642857142858,160.0,219.4814814814815
2026-05-11 06:00:00,0.22703541,0.12703541,251.0,1647.2068965517242,170.41666666666666,200.8571428571429
2026-05-11 06:15:00,0.23836000000000002,0.13836,388.25,2131.5714285714284,132.85714285714286,176.2962962962963
2026-05-11 06:30:00,0.24466962,0.14466962,525.5,2517.448275862069,134.8,201.5
2026-05-11 06:45:00,0.24993497,0.14993497,662.75,2577.962962962963,291.40909090909093,180.03571428571428
2026-05-11 07:00:00,0.24493,0.14493,800.0,2675.758620689656,225.9642857142857,191.55555555555557
2026-05-11 07:15:00,0.24659,0.14659,964.0,2150.8928571428573,106.1923076923077,179.08
2026-05-11 07:30:00,0.25775276,0.15775276,1128.0,1401.0833333333333,154.92,139.33962264150944
2026-05-11 07:45:00,0.2507272399999999,0.1507272399999999,1292.0,1984.0,138.8,234.69230769230768
2026-05-11 08:00:00,0.2594199999999999,0.15165029,1456.0,2524.8275862068967,205.6,173.68421052631578
2026-05-11 08:15:00,0.25499,0.1477060899999999,1596.75,2211.4137931034484,139.58333333333334,193.64864864864865
2026-05-11 08:30:00,0.24897035,0.1456457599999999,1737.5,2276.8888888888887,137.5735294117647,169.24324324324326
2026-05-11 08:45:00,0.24356,0.1384457899999999,1878.25,2949.9666666666667,159.7450980392157,268.675
2026-05-11 09:00:00,0.25610476000000004,0.13404165,2019.0,4061.259259259259,290.1923076923077,157.4516129032258
2026-05-11 09:15:00,0.24659,0.12080285,2126.5,3529.1071428571427,234.72549019607845,296.6551724137931
2026-05-11 09:30:00,0.23867827,0.105691,2234.0,4046.137931034483,243.68,229.7142857142857
2026-05-11 09:45:00,0.22047458,0.08475419,2341.5,4380.178571428572,228.1818181818182,227.8947368421053
2026-05-11 10:00:00,0.24185,0.09635925,2449.0,3145.1724137931037,261.8723404255319,221.5625
2026-05-11 10:15:00,0.23660593,0.10091939,2461.0,1631.68,238.60416666666663,184.6451612903226
2026-05-11 10:30:00,0.22421411000000002,0.08377143,2473.0,1599.4137931034484,215.14285714285717,182.6190476190476
2026-05-11 10:45:00,0.21772996,0.0793551,2485.0,1481.071428571429,142.22222222222223,173.78947368421052
2026-05-11 11:00:00,0.22751362,0.0861008499999999,2497.0,1351.0,148.33333333333334,195.69565217391303
2026-05-11 11:15:00,0.21975719,0.08096594,2390.25,1884.52,160.0,114.0
2026-05-11 11:30:00,0.21724,0.07900445,2283.5,4360.428571428572,136.92307692307693,176.24242424242425
2026-05-11 11:45:00,0.21724,0.08153412,2176.75,4936.551724137931,143.75,315.675
2026-05-11 12:00:00,0.21724,0.07779827,2070.0,4508.142857142857,209.2142857142857,349.8125
2026-05-11 12:15:00,0.21724,0.07759286,1943.0,4077.137931034483,209.2142857142857,331.84
2026-05-11 12:30:00,0.21724,0.07747303,1816.0,4145.551724137931,221.25,313.45454545454544
2026-05-11 12:45:00,0.21171311,0.07389458,1689.0,3887.0689655172414,103.33333333333331,287.4791666666667
2026-05-11 13:00:00,0.21253501000000002,0.07491689,1562.0,3938.206896551724,255.0,327.1224489795918
2026-05-11 13:15:00,0.21207753000000001,0.07503471,1447.25,3966.0,282.0416666666667,305.84444444444443
2026-05-11 13:30:00,0.21478,0.07699454,1332.5,3841.8275862068967,361.1785714285714,293.74468085106383
2026-05-11 13:45:00,0.21724,0.07881288,1217.75,2730.758620689656,298.7857142857143,227.7142857142857
2026-05-11 14:00:00,0.2134,0.07633686,1103.0,3454.689655172414,296.2857142857143,325.53333333333336
2026-05-11 14:15:00,0.21724,0.0789757,1122.5,3420.689655172414,268.0,311.02222222222224
2026-05-11 14:30:00,0.21724,0.07905594,1142.0,1798.0344827586207,300.0,255.5581395348837
2026-05-11 14:45:00,0.21724,0.07928196,1161.5,1950.9655172413795,274.75,154.0
2026-05-11 15:00:00,0.21552,0.07806807,1181.0,2711.535714285714,199.0909090909091,253.6888888888889
2026-05-11 15:15:00,0.21724,0.07923792,1280.25,2416.214285714286,244.1578947368421,269.27450980392155
2026-05-11 15:30:00,0.21724,0.07924929,1379.5,2080.4827586206898,308.75,213.61702127659572
2026-05-11 15:45:00,0.21724,0.0792811,1478.75,1702.9310344827586,325.45454545454544,201.11111111111111
2026-05-11 16:00:00,0.21724,0.07916233,1578.0,1268.7241379310344,293.6363636363636,160.0
2026-05-11 16:15:00,0.21724,0.07906519,1485.75,1153.0,265.1875,207.6153846153846
2026-05-11 16:30:00,0.22209673000000002,0.08207905,1393.5,767.8928571428571,1125.625,212.97297297297297
2026-05-11 16:45:00,0.24103605,0.09437088,1301.25,115.8148148148148,2795.0,138.33333333333334
2026-05-11 17:00:00,0.21896866,0.07908633,1209.0,71.23809523809524,3461.55,140.0
2026-05-11 17:15:00,0.2270755,0.0843425,1065.25,25.181818181818183,1457.7777777777778,208.125
2026-05-11 17:30:00,0.24356,0.10050861,921.5,25.181818181818183,3702.318181818182,636.0869565217391
2026-05-11 17:45:00,0.24659,0.10820444,777.75,25.181818181818183,2584.833333333333,521.1875
2026-05-11 18:00:00,0.21724,0.11724,634.0,25.181818181818183,457.2413793103448,197.33333333333331
2026-05-11 18:15:00,0.23291046,0.13291046,585.5,25.181818181818183,465.12,228.46153846153845
2026-05-11 18:30:00,0.23836000000000002,0.13836,537.0,25.181818181818183,683.5862068965517,902.0833333333334
2026-05-11 18:45:00,0.24179,0.14179,488.5,3.5,620.1538461538462,258.72222222222223
2026-05-11 19:00:00,0.2391,0.1391,440.0,0.0,578.3214285714286,1346.5
2026-05-11 19:15:00,0.2411,0.1411,377.75,0.0,650.5652173913044,661.7647058823529
2026-05-11 19:30:00,0.24418,0.14418,315.5,0.0,702.0454545454545,2414.1176470588234
2026-05-11 19:45:00,0.25421000000000005,0.15421,253.25,0.0,447.05882352941177,2326.1111111111118
2026-05-11 20:00:00,0.24683482,0.14683482,191.0,0.0,408.46153846153845,1606.875
2026-05-11 20:15:00,0.25064,0.15064,191.0,0.0,396.6666666666667,1321.0
2026-05-11 20:30:00,0.26,0.16,191.0,0.0,397.3333333333333,2408.913043478261
2026-05-11 20:45:00,0.2594199999999999,0.1594199999999999,191.0,0.0,438.75,1073.5263157894738
2026-05-11 21:00:00,0.24356,0.14356,191.0,0.0,335.0,450.9090909090909
2026-05-11 21:15:00,0.24230000000000002,0.1423,191.0,0.0,311.3333333333333,467.27272727272725
2026-05-11 21:30:00,0.23987,0.13987,191.0,0.0,268.3333333333333,386.8235294117647
2026-05-11 21:45:00,0.23836000000000002,0.13836,191.0,0.0,315.7142857142857,376.6666666666667
2026-05-11 22:00:00,0.23836000000000002,0.13836,191.0,0.0,284.54545454545456,376.6666666666667
2026-05-11 22:15:00,0.2346,0.1346,191.0,0.0,265.0,376.6666666666667
2026-05-11 22:30:00,0.22186361,0.12186361,191.0,0.0,256.0,376.6666666666667
2026-05-11 22:45:00,0.22268,0.12268,191.0,0.0,205.7142857142857,376.6666666666667
2026-05-11 23:00:00,0.23836000000000002,0.13836,191.0,0.0,200.0,376.6666666666667
2026-05-11 23:15:00,0.23341192,0.13341192,191.0,0.0,175.0,376.6666666666667
2026-05-11 23:30:00,0.21724,0.11724,191.0,0.0,179.28571428571428,376.6666666666667
2026-05-11 23:45:00,0.21724,0.11724,191.0,0.0,164.54545454545453,376.6666666666667
